id,clean_content,label
4125,haaaahh salah satu adegan favorit gue coy aduh gue jedotin kepala apa,Terindikasi Self-Harm
4126,bilang demo buat apa demo buat apa sini gue jedotin kepala lu mbok jadi orang jangan tolol banget ngopo,Non Self-Harm
4127,ih ngenttttt gua jedotin kepala lu dua kalo antem sudah gua jedotin kepala,Non Self-Harm
4128,terapi tensi lebih parah aries kocak ngototnya rasa benar mulu kata gua kalau gua jedotin kepala lu tembok entar tembok ambruk bukan kepala lu bocor,Non Self-Harm
4129,kalo pusing bias ngejedotin kepala tembok nah kalo pusing hilang tinggal pikir bagaimana hilang sakit bekas jedotin,Terindikasi Self-Harm
4130,kalo jadi depan mata gue basa basi langsung gue jedotin kepala anak lantai cakep enggak dasar teripang,Non Self-Harm
4131,iye tau banget pengin gua jedotin kepala lu tembok,Non Self-Harm
4132,kepala lu gue jedotin sama kepala babi mau,Non Self-Harm
4133,gue enggak sengaja jedotin kepala tembok,Non Self-Harm
4134,pls jedotin kepala gue sekarang pls pls pls,Terindikasi Self-Harm
4135,nah buka apa gue jedotin kepala gue pusing banget anjing enggak kuat,Terindikasi Self-Harm
4136,tau gue jedotin kepala waktu,Non Self-Harm
4137,jedotin kepala gua pls,Terindikasi Self-Harm
4138,babi lu dua anjj anjing makanyaaaa komunikasi goblokkkk gue jedotin kepala kalian yeeeee bngst,Non Self-Harm
4139,rasa pengin jedotin kepala tembok sakit banget kepala,Terindikasi Self-Harm
4140,jedotin kepala orang enggak sih,Non Self-Harm
4141,memang waktu jedotin kepala gue tembok deh stres habis,Terindikasi Self-Harm
4142,coba jedotin kepala sendiri sendiri,Terindikasi Self-Harm
4143,lucu banget kamu mbul reflex jedotin kepala kalo salting,Terindikasi Self-Harm
4144,pengin gue terus gue jedotin kepala lu dua bilang komunikasi benerin,Non Self-Harm
4145,pengin jedotin kepala tembok,Terindikasi Self-Harm
4146,pengin gua jedotin kepala dua nder,Non Self-Harm
4147,jedotin kepala gue sek banget lihat,Terindikasi Self-Harm
4148,enggak pernah ken buat jedotin kepala orang,Terindikasi Self-Harm
4149,pengin banget gue jedotin kepala orang mikir kaya begini otak benar benar enggak kepake rot hell,Non Self-Harm
4150,duh walopun akun kpopan gue tetap mau katai lu tolol moga irl benar gakenal ye kalo kenal kepala lu gue jedotin biar pola pikir lu benar,Non Self-Harm
4151,free style pukul dpr jedotin kepala nya beton,Non Self-Harm
4152,goblok banget njing tau cacat bknny pilih mending malah aduh pengin gue jedotin aspal kepala teman lu,Non Self-Harm
4153,lagi lu kok pilih presiden wakil bodoh tuh memang rasionalitas lu manusia perlu tanya utama lu kuliah sarjana pilih tuh kata gue jedotin kepala lu tembok milyar kali ngentot,Non Self-Harm
4154,enggak dimaafin kak kalo mau dimaafin minimal jedotin kepala dulu tembok,Non Self-Harm
4155,be logic be logic sini kepala mu ku jedotin,Non Self-Harm
4156,allah wkwk iya pengin banget jedotin kepala kaum okegas,Non Self-Harm
4157,hampir jedotin kepala tembok gua,Terindikasi Self-Harm
4158,sedang mood jedotin kepala tembok,Terindikasi Self-Harm
4159,lu jedotin kepala lu biar enggak malu malu,Non Self-Harm
4160,pengin jedotin kepala,Terindikasi Self-Harm
4161,rasa pengin jedotin kepala tembok,Terindikasi Self-Harm
4162,gila buka ulang tahun gua malah tantrum gara gara coretax jedotin kepala lemari menang sesegukan,Terindikasi Self-Harm
4163,pengin jedotin kepala dinding,Terindikasi Self-Harm
4164,jedotin kepala nya tembok,Terindikasi Self-Harm
4165,iblis anjir gemas banget pengin gua jambak gue jedotin kepala aaaaa gue kesel banget,Non Self-Harm
4166,jedotin kepala tembok,Terindikasi Self-Harm
4167,kudu gue jedotin kepala lu,Non Self-Harm
4168,jedotin kepala kayak mah enggak ngaruh,Terindikasi Self-Harm
4169,pengin jedotin kepala teman gue gelendot affair kantor,Non Self-Harm
4170,omg kak maaf kamu alami beda arti soal aku tipe enggak tebus obat tau tau jedotin kepala dinding aku banyak waras moga kamu cepat pulih kak,Terindikasi Self-Harm
4171,sbnernya bbrapa hari pikir bagi rasa pengin jedotin kepala sendiri tiap malam selalu random thoughts kayak begini terus bagaimana haduhh,Terindikasi Self-Harm
4172,jedotin kepala gua sekarang,Terindikasi Self-Harm
4173,jedotin kepala buat hilang ingat enggak sih,Terindikasi Self-Harm
4174,ih pengin jedotin kepala ampun tinggal omong jujur susah banget hahhhhh,Non Self-Harm
4175,kayak mau nonjok enggak yaudah jedotin kepala dinding,Terindikasi Self-Harm
4176,burnout level max mulai megangin sil t sadar jedotin kepala tembok,Terindikasi Self-Harm
4177,kaya gampang deh tinggal jedotin kepala,Terindikasi Self-Harm
4178,gue sih turun terus jedotin kaca mobil kepala tuh pecah,Terindikasi Self-Harm
4179,pengin gue jedotin kepala nya tembok biar otak,Non Self-Harm
4180,kalo gue jedotin kepala gue dinding pecah apa bakal brenti enggak pusing apa bakal diam enggak isi kepala gue brisijj banget plsss,Terindikasi Self-Harm
4181,bilang taehyung sayang agens sini kepala lu gue jedotin dulu biar sadar,Non Self-Harm
4182,gua jedotin kepala gua deh,Terindikasi Self-Harm
4183,pengin jedotin kepala ajg pecah sumpah enggak bohong,Non Self-Harm
4184,bodyguard bodyguard kepala lu sini gua jedotin,Non Self-Harm
4185,kepala lu sini sekali sekali gue jedotin tembok,Non Self-Harm
4186,mending gue jedotin kepala gue sekarang,Terindikasi Self-Harm
4187,mama bilang bagus masuk kali biar banyak alam lihat bagai kasus makin pintar nanti mending jedotin kepala gua deh anjir,Terindikasi Self-Harm
4188,gua mau menang apa jedotin kepala lihat,Terindikasi Self-Harm
4189,manifesting belah gue bukan bapak mesum kayak dulu anjeng lah kalo ingat pengin gue jedotin kepala nya jendela kereta,Non Self-Harm
4190,mau gila gue ngerjain kasus kasus pengin jedotin kepala tembok,Terindikasi Self-Harm
4191,jedotin kepala nya kalo jauh an,Non Self-Harm
4192,rasa mau jedotin kepala tembok,Terindikasi Self-Harm
4193,jedotin kepala nya,Terindikasi Self-Harm
4194,eh monyet banget jir monyet lu mina monyettt jayden jedotin dulu kepala nya biar normal otakny,Non Self-Harm
4195,gue ajadeh jedotin kepala sendiri,Terindikasi Self-Harm
4196,pengin jedotin kepala tembok,Terindikasi Self-Harm
4197,gyuvin bareface rasa pengin jedotin kepala tembok,Terindikasi Self-Harm
4198,siapa jedotin kepala kao,Non Self-Harm
4199,tiap hari suruh kalah sama nih orang kalo enggak nurut silent treatment jalur nya kayak perkara gue keluar sama lala lu posesifin tadi pagi antem,Non Self-Harm
4200,apas anjing jelek banget canda sini kepala lu gue jedotin mau enggak,Non Self-Harm
4201,gua benar pengin banget jedotin kepala lu satu satu,Non Self-Harm
4202,gila dikit gais maaf punya akun rant kayak pantek banyak kali mutual kudu aku hindar biar kagak jadi benar adegan jedotin kepala,Non Self-Harm
4203,jedotin kepala pecah enggak bakal hilang,Terindikasi Self-Harm
4204,lu emanh mau jedotin kepala gua ye,Terindikasi Self-Harm
4205,kepala kao jedotin rak,Non Self-Harm
4206,kamu jedotin kepala gib ran,Non Self-Harm
4207,err perlu gue jedotin kepala lu begini lu kagak paham egee,Non Self-Harm
4208,gue enggak sih jedotin kepala dew sekarang oon,Terindikasi Self-Harm
4209,pusinv banget mau jedotin kepala sendiri bahu jalan,Terindikasi Self-Harm
4210,kalo ketemu sakya makam sama cakra gue jedotin kepala gue dinding benar,Terindikasi Self-Harm
4211,pengin jedotin kepala tembok pusing banget anyingg,Terindikasi Self-Harm
4212,aku jedotin kepala,Terindikasi Self-Harm
4213,bahhhhhhh please jedotin kepala gua,Terindikasi Self-Harm
4214,bangssatavdirienfoddheigkoffonekfkwnd menang gue jedotin kepala,Terindikasi Self-Harm
4215,keras jedotin kepala batu,Terindikasi Self-Harm
4216,nder coba jedotin kepala lu siapa tau langsung sadar,Non Self-Harm
4217,jedotin kepala gue,Terindikasi Self-Harm
4218,jedotin kepala rupa love language perempuan haha,Terindikasi Self-Harm
4219,mixed feelings pikir jedotin kepala kayak senang,Terindikasi Self-Harm
4220,jedotin kepala anak pls,Non Self-Harm
4221,dengar part aha woozi baby rasa pengin jedotin kepala dinding sakin stressnya,Terindikasi Self-Harm
4222,kepala gue sakit banget bjir mau jedotin rasa,Terindikasi Self-Harm
4223,rasa pengin jedotin kepala tembok ampun pusing kali aku lihat tingkah kau,Terindikasi Self-Harm
4224,user pantau jedotin kepala tembok pas baca,Terindikasi Self-Harm
4225,lu pikir jedotin kepala buldoser,Non Self-Harm
4226,riki lu jedotin lah kepala gue tembok,Terindikasi Self-Harm
4227,kaya begini tadi wujud pakai baju ungu terus pendek kecil imut sumpah mau jedotin kepala aspal,Non Self-Harm
4228,gue kesel banget demiii pengin gue jedotin kepala design v fakk,Non Self-Harm
4229,memang enggak baik on twt tengah malam pengin gue jedotin kepala nya tembok sih hesti,Terindikasi Self-Harm
4230,anjiinkkk siapa senderrr nya kalo nemu aku jedotin kepala nya aspal,Non Self-Harm
4231,pengin jedotin kepala sakit banget,Terindikasi Self-Harm
4232,sini antem sama gua entar jedotin kepala nya meja live kalo bakal dirifeund enggak usah nyuruh cowok,Non Self-Harm
4233,kepala nya jedotin bang kalau pusing sembuh sendiri,Non Self-Harm
4234,hampir gue jedotin kepala lu tha kalo denial,Non Self-Harm
4235,apa hukum bangun tidur langsung menang lihat ihan update susul preview ganti kepala deym apa gue jedotin kepala,Terindikasi Self-Harm
4236,stop stop stoopppp aaaa stoppp gue jedotin kepala lu tembok,Terindikasi Self-Harm
4237,idih ogah cinta cinta gue anjing kalo lu tau gue suka sama orang jedotin kepala gue sadar,Terindikasi Self-Harm
4238,kok goblok tulang kalau teler habis nyimeng mending jedotin kepala lu tembok deh serius kalian agama sama enggak mau gebuk malah jadi contoh buruk jadi image buruk bawa bawa agama percaya diri banget jadi orang tolol,Non Self-Harm
4239,kaifal gue jedotin kepala lu batu lama,Non Self-Harm
4240,sakit hati bawa menang lu pules molor lah sakit gigi bawa pengin jedotin kepala tembok anjim,Terindikasi Self-Harm
4241,rasa pengin jedotin kepala gue kali kali tembok kasihan tembok,Terindikasi Self-Harm
4242,pernah posisi begini pusing kepala pengin jedotin,Terindikasi Self-Harm
4243,yaaallah gue pusing banget rill jedotin kepala,Terindikasi Self-Harm
4244,false iya kan memang pengin jedotin kepala orgnya lama lama,Non Self-Harm
4245,mau pakai acc mau pakai acc yaemang cara main enggak usah munafik lu sendiri punya banyak acc kalo lu depan gue gue jedotin kaca kepala lu,Non Self-Harm
4246,gilir dblg jawab lawan lah mau tampar lah mau jedotin kepala lah,Terindikasi Self-Harm
4247,migrain begini mending jedotin kepala konsultasi,Terindikasi Self-Harm
4248,mau jedotin kepala gua tembok yaallah sksnsjsnsjndj,Terindikasi Self-Harm
4249,kle susah kali mtk anjing kayak apa kaden raga besok nih moga enggak jedotin kepala meja,Terindikasi Self-Harm
4250,pusing banget pengin jedotin kepala,Terindikasi Self-Harm
4251,jedotin lah kepala gue bgst,Terindikasi Self-Harm
4252,lu sakit lumpuh lu njing anter bareng sama orang jedotin kepala nya peperin cabe mulut canda gue,Non Self-Harm
4253,kayak jujur gue nih enggak punya teman cerita adhitamaaaa kelas masalah keluarga atau cinta gue telen mentah mentah kalo enggak kuat cuma jedotin kepala tembok entah jadi bocor benjol yauda,Terindikasi Self-Harm
4254,denial mulu anjer gue jedotin kepala lu,Non Self-Harm
4255,jangan lah bodaaaatt mending lu jedotin kepala gua sekarang,Non Self-Harm
4256,lo perlu gue jedotin kepala sadar enggak,Non Self-Harm
4257,jedotin kepala gue sekarang plis,Terindikasi Self-Harm
4258,pengin aku jedotin kepala sih ica sama sih mc mong suruh duduk dua obrol selesein semuanyaaaaa,Non Self-Harm
4259,oohh kalo jadi dokter uks sekolah ku dulu tiap hari aku enggak makan biar pingsan jedotin kepala tembok biar pingsan pokok jadi pasien tetap uks mah enggak absen,Terindikasi Self-Harm
4260,stop halu saatny jedotin kepala lo biar sadarrrrr,Non Self-Harm
4261,kepala sender minta jedotin pohon toge mah jalan bulan lu bilang sakit bagaimana coba prasaannya tahun balas siap sakit apa tuh,Non Self-Harm
4262,info baju lebaran opor plis gue mau jedotin kepala enggak nemu cocok,Terindikasi Self-Harm
4263,kepala jedotin apa pusing banget,Terindikasi Self-Harm
4264,kepala gue puyeng siang enggak hilang hilang yaallah pengin gue jedotin,Terindikasi Self-Harm
4265,gue jedotin kepala dua entar,Non Self-Harm
4266,lah kocak hih sini gue jedotin kepala nya,Non Self-Harm
4267,gue jedotin nih kepala lama lama tembok sakit kepala gue,Terindikasi Self-Harm
4268,pernah baca statistik cuy cari google negara mana paling banyak perkosa lo baca terus jedotin kepala lo tembok otak lor enggak pernah pakai cuy,Non Self-Harm
4269,pengin banget jedotin kepala tembok,Terindikasi Self-Harm
4270,jedotin kepala bagi mana aduh sakit semua,Terindikasi Self-Harm
4271,lu cemara sih mii coba jadi ditha dulu deh bulan kalo kagak pengin jedotin kepala,Non Self-Harm
4272,wkwkw jedotin kepala pulang benar,Terindikasi Self-Harm
4273,aoa gua jedotin kepala yaj,Terindikasi Self-Harm
4274,jedotin kepala gue tembok,Terindikasi Self-Harm
4275,siapa jedotin kepala gua tembok,Terindikasi Self-Harm
4276,pengin jedotin kepala,Terindikasi Self-Harm
4277,dritdi gua jedotin kepala sendiri rasa tolol hari maaf,Terindikasi Self-Harm
4278,scene jujur seram banget mah nyata kereta nya isi zombie terus nenek mau tolong jadi zombie mana kehimpit kereta untung sih jadi jedotin kepala nenek kwkwkwk tetap ngeri,Non Self-Harm
4279,bukan fan illit asli gue kasihan banget sama begini sdgkan dunia bocah omong si funny funny kepala bapak kao besok kalo ketemu enggak usah ngebow jedotin pala anjir,Non Self-Harm
4280,coba jedotin dulu kepala nya,Terindikasi Self-Harm
4281,jedotin kepala gue kalo begini cara,Terindikasi Self-Harm
4282,kalo gua jedotin kepala lo bumper tronton gapapa dong lagi opini lo tolol,Non Self-Harm
4283,pacar teman pacar teman bukan teman gue pacar teman pacar teman gue musuhin enih kalau gue jedotin kepala pacar teman kulit durian pengin takut laknat allah swt,Non Self-Harm
4284,sama sakit kepala jedotin,Terindikasi Self-Harm
4285,jedotin kepala bareng bareng yuk bang,Terindikasi Self-Harm
4286,harus kepala orangtuanya lu jedotin darah darah,Non Self-Harm
4287,tuju gue jedotin kepala tembok tinggal angkat tangan,Terindikasi Self-Harm
4288,jedotin kepala tembok jedotin kepala,Terindikasi Self-Harm
4289,my head feels sok heavy idk what with that mennnnnn gue mau banget jedotin kepala gue,Terindikasi Self-Harm
4290,gue jedotin kepala gue apa,Terindikasi Self-Harm
4291,lah mau jedotin kepala tembok mah,Terindikasi Self-Harm
4292,siapa sih pengin jedotin kepala nya,Non Self-Harm
4293,soal momen jedotin kepala ulang salah satu ciri anak butuh khusus suka pukul kepala,Non Self-Harm
4294,gue jedotin kepala lu dew,Non Self-Harm
4295,kepala lo gue jedotin anjrt gapapa bagaimana sih cok,Non Self-Harm
4296,anjir gue balik traweh tadi katai bocil tobrut tobrut rasa pengin gue jedotin kepala nya tembok gang baru balik ibadah jadi cuma gue plototin,Non Self-Harm
4297,puas banget baca jedotin kepala laku leceh darah,Non Self-Harm
4298,aku pernah posisi kamu punya teman persis kayak aku no dikit dikit mau mati dikit dikit mau jedotin kepala enggak jarang malah kirim foto garisin tangan darah awal aku panik tuh nemenin terus tanya kabar cerita kudengerin terus harap,Non Self-Harm
4299,enggak jedotin kepala tembok,Terindikasi Self-Harm
4300,gue bagi jedotin kepala lo bagi apa,Terindikasi Self-Harm
4301,kalo tumpang iya enak coba nyetir terus mobil manual rasa mau jedotin kepala stir,Terindikasi Self-Harm
4302,kalo kepala bapak aku jedotin lantai asu,Non Self-Harm
4303,mau balik kelas jedotin kepala gua tembok pecah anjg i was cringe af pantesan diketawain,Terindikasi Self-Harm
4304,jedotin kepala sih,Terindikasi Self-Harm
4305,peluk sini kak reaksi orang agam jadi korban leceh kamu kuat energi buat jedotin kepala laku kadang korban lemes enggak apa,Non Self-Harm
4306,apa gua jedotin kepala gua nih pagi berisik betul asu,Terindikasi Self-Harm
4307,alahh alahhhh gemec jedotin kepala,Terindikasi Self-Harm
4308,maaf aku teman teman semua aku tanya kasus bingung bikin aku pengin jedotin kepala tembok,Terindikasi Self-Harm
4309,deh gua minat jedotin kepala,Terindikasi Self-Harm
4310,selenaa plissss mohon sadar anjenggg kalo lo enggak sadar gue jedotin kepala lu tembok,Non Self-Harm
4311,rasa pengin jedotin kepala petinggi sama tolollll sia meuni gwoblogggg,Non Self-Harm
4312,jedotin kepala kalo enggak,Terindikasi Self-Harm
4313,false wkwkwkw kayak mau jedotin kepala tembok trimakasie,Terindikasi Self-Harm
4314,gue merindingggggt banget tolongggggggg apa jedotin kepala toples basreng,Terindikasi Self-Harm
4315,jedotin kepala gue dong bilang kalo mimpi,Terindikasi Self-Harm
4316,lihat deadline tanggal stupa tuh rasa kayak mau jedotin kepala beton alias buru buru deh mau ngejar apa bang,Terindikasi Self-Harm
4317,jedotin kepala tembok,Terindikasi Self-Harm
4318,gue tunggu lu gebrak meja qeel lu jambak mayang terus jedotin sama kepala jordan teriak kencang biar sih miaw manggil mohan plzzzzz,Non Self-Harm
4319,pasal nya rekam kalo enggak sempat jedotin kepala nya dashboard,Non Self-Harm
4320,hadeh gua jedotin nih kepala gua tembok wdyt,Terindikasi Self-Harm
